Nivel	Ac	Ap	Et	Ev	a	r
86.33	15.71	24.75	34.56	0	19	100
86.57	27.01	5.43	34.56	0	4	100
86.48	15.07	19.34	34.56	0	22	100
86.47	20.96	9.82	34.56	0	4	100
86.31	12.01	27.5	34.56	0	22	100
86.51	15.53	14.21	34.56	0	4	100
86.31	11.89	22.5	34.56	0	22	100
86.3	8.77	23.98	34.56	0	22	100
86.22	5.59	34.74	34.56	0	22	100
86.45	10.25	18.86	34.56	0	4	100
86.22	12.63	26.64	34.56	0	22	100
86.41	10.55	27.28	34.56	0	22	100
86.54	15.65	13.02	34.56	0	4	100
86.29	13.41	21.97	34.56	0	22	100
86.32	20.38	16.19	34.56	0	4	100
86.4	27.96	5.47	34.56	0	4	100
86.35	60.48	5.17	34.56	0	4	100
87.67	86.93	0	84.78	0	7	100
87.76	54.87	0	86.4	0	16	100
86.41	58.25	1	76.32	0	19	100
85.65	37.1	8.46	47.7	0	19	-50
85.54	23.21	12.67	34.56	0	19	-50
85.6	3.68	33.51	34.56	0	22	-50
85.72	16.8	10.73	34.56	0	4	-50
85.37	4.02	31.86	34.56	0	22	-50
85.43	0.87	38.31	34.56	0	22	-50
85.65	12.93	20.77	34.56	0	4	-50
85.6	2.58	29.66	34.56	0	22	-50
85.48	5.2	32.07	34.56	0	22	-50
85.61	4.14	32.57	34.56	0	22	-50
85.71	13.7	16.26	34.56	0	4	-50
85.48	2.06	30.95	34.56	0	22	-50
85.4	3.1	37.35	34.56	0	22	-50
85.68	12.53	23.79	34.56	0	4	-50
85.76	82.01	1.52	56.7	0	7	-50
86.9	73.74	0	81.72	0	7	100
86.57	47.63	0.04	68.4	0	19	100
85.66	9.4	28.06	34.56	0	19	-50
85.8	17.84	10.65	34.56	0	4	-50
85.5	4.22	32.86	34.56	0	22	-50
85.62	12.69	21.15	40.14	0	7	-50
85.31	8.21	45.3	51.84	0	25	-50
85.39	35.27	18.7	52.09	0	7	-50
85.48	75.19	1.9	53.82	0	7	-50
86.52	51.26	0.02	69.12	0	7	100
85.74	36.36	5.06	44.64	0	19	-50
85.58	8.51	25.72	34.56	0	19	-50
85.56	15.73	15.11	34.56	0	4	-50
85.37	9.92	27.45	34.56	0	22	-50
85.5	24.08	11.04	34.56	0	4	-50
85.52	38.18	0.22	34.56	0	4	-50
85.7	19.65	10.01	34.56	0	22	-50
85.46	18.98	10.08	34.55	0	19	-50
85.19	1.02	37.14	34.56	0	25	-50
85.36	8.73	26.14	34.56	0	4	-50
85.37	2.29	37.09	34.56	0	22	-50
85.6	2.06	37.07	34.56	0	4	-50
85.82	19.54	24.62	34.55	0	1	-50
86.24	10.45	19.14	34.56	0	7	100
86.03	9.59	24.89	34.56	0	22	-50
86.02	4.98	30.85	34.56	0	22	-50
86.07	7.5	29.33	36.48	0	7	-50
86.08	1.31	31.78	36.54	0	25	-50
85.92	12.55	28.82	38.88	0	7	-50
86.03	48.53	0.34	38.88	0	4	-50
86.44	26.41	1.23	38.88	0	22	100
85.97	0.9	40.1	38.88	0	22	-50
86.06	8.66	29.6	38.88	0	4	-50
86.03	90.39	1.23	58.86	0	7	-50
87.4	74.51	0	86.04	0	7	100
86.9	35.05	16.85	74.52	0	19	100
85.96	16.41	43.39	69.12	0	19	-50
85.5	4.62	58.18	69.12	0	22	-50
85.19	9.98	68.84	69.12	0	22	-50
85.66	16.63	40.14	69.12	0	4	-50
85.05	0	77.83	69.12	0	22	-50
85.47	66.89	12.35	69.12	0	4	-50
85.96	10.03	54.93	72.72	0	25	-50
85.58	14.16	59.81	72.72	0	22	-50
85.64	0	63.29	72	0	19	-50
85.21	27.68	32.61	51.84	0	1	-50
85.62	0	55.06	67.68	0	25	-50
84.97	0	84.22	72.72	0	25	-50
85.56	6.15	66.94	73.44	0	7	-50
85.54	0	78.38	72	0	19	-50
85.85	4.85	67.98	72.18	0	7	-50
85.88	0.36	71.05	72	0	19	-50
85.85	14.63	39.93	51.84	0	1	-50
85.98	0	60.79	68.48	0	25	-50
85.6	0	74.41	72.72	0	25	-50
85.68	1.06	68.23	72.72	0	4	-50
85.51	0.91	75.98	72.72	0	22	-50
85.71	6.17	57.24	72.54	0	1	-50
85.26	0	74.88	72.18	0	19	-50
85.39	12.43	47.44	51.84	0	1	-50
85.78	0	62.36	68.4	0	25	-50
85.48	9.83	62.6	64.8	0	19	-50
85.85	3.93	42.16	49.5	0	1	-50
85.68	5.48	42.22	49.68	0	25	-50
85.58	0	49.56	49.68	0	22	-50
85.57	1.82	49.64	49.14	0	19	-50
85.68	15.45	23.65	34.56	0	1	-50
85.9	0	40.73	49.68	0	25	-50
85.46	13.97	32.68	49.86	0	7	-50
85.3	0	47.56	49.68	0	19	-50
85.19	14.23	27.1	34.92	0	1	-50
85.5	0	47.43	48.42	0	25	-50
85.45	7.81	42.88	50.04	0	7	-50
85.48	14.79	21.26	34.54	0	1	-50
85.55	0	46.26	49.5	0	25	-50
85.39	2.01	57.49	49.86	0	25	-50
85.86	15.24	29.36	49.68	0	1	-50
